¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°Ï©£¤s¥_¸ô2«Ñ31~60¸¹,784.47,¤u,,,1050510,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤@¼h,¼t¿ì,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1010329,257.7,0,0,0,¦³,µL,24500000,95072,,0.0,0,,RPSNMLPKOHLFFFE68CA
©£¤s°Ï,¤g¦a,¤j¤¯¬q1381~1410¦a¸¹,212.0,¦í,,,1050428,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,23660000,111604,,0.0,0,§t¦a¤W¥¼«O¦sµn°O«Øª«¥þ³¡,RPRNMLOKOHLFFFE48CA
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°Ï¹Å®p¸ô211~240¸¹,81.14,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050516,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0771003,137.2,5,1,3,¦³,µL,2680000,19534,,0.0,0,¿Ë¤ÍÃö«Y¶¡¤§¥æ©ö¡C¤g¦a¤Î«Øª«¤À¦¸µn°O®×¥ó¡C,RPQNMLRJOHLFFFE58CA
©£¤s°Ï,¤g¦a,¹Å©ô¬q121~150¦a¸¹,284.03,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050516,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8592000,30250,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLQJOHLFFFE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï²M¦wµó42«Ñ1~30¸¹,19.67,¦í,,,1050401,¤g¦a1«Øª«1¨®¦ì0,¥|¼h¡A¹q±è¼Ó±è¶¡,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811228,110.27000000000001,2,1,1,¦³,¦³,2680000,24304,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLKMOHLFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°ÏºX·£¸ô121~150¸¹,100.0,°Ó,,,1050401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,1010504,410.82,5,2,7,¦³,µL,27000000,65722,,0.0,0,,RPOPMLRLOHLFFEE68CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤j¤¤¤G¸ô421~450¸¹,63.68,¦í,,,1050501,¤g¦a1«Øª«2¨®¦ì1,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830621,339.82,5,1,2,¦³,¦³,9100000,26779,©Y¹D¥­­±,0.0,0,,RPOPMLOLOHLFFEE38CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï²±©÷µó271~300¸¹,7.72,°Ó,,,1040601,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050224,93.84,3,1,1,¦³,¦³,4910000,52323,,0.0,0,¥»®×¬°¹w°â«Î,RPUNMLNLOHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï²±©÷µó301~330¸¹,10.58,°Ó,,,1030601,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050224,139.21,3,2,2,¦³,¦³,8080000,55158,©Y¹D¥­­±,16.29,1300000,¹w°â«Î,RPUPMLNLOHLFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï²±©÷µó271~300¸¹,10.62,°Ó,,,1030101,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050224,143.71,3,2,2,¦³,¦³,7600000,52884,©Y¹D¥­­±,19.08,0,¹w°â«Î,RPVPMLNLOHLFFEE98CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï²±©÷µó301~330¸¹,10.58,°Ó,,,1020801,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050224,140.5,3,2,2,¦³,¦³,8320000,58639,©Y¹D¥­­±,19.08,1200000,¹w°â«Î,RPSNMLNLOHLFFEE48CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¹ØÂ×¸ô370«Ñ1~30¸¹,75.85,¦í,,,1050401,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770705,113.88,5,2,5,¦³,µL,6450000,56639,,0.0,0,,RPOPMLPKOHLFFEE38CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï­«²M¸ô151~180¸¹,21.59,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820401,135.41,4,0,4,¦³,¦³,5450000,40248,©Y¹D¥­­±,0.0,0,,RPRQMLQKOHLFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w´f¸ô70«Ñ1~30¸¹,4.19,¦í,,,1050501,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950626,25.21,1,1,1,¦³,¦³,1160000,46013,,0.0,0,,RPOOMLLKOHLFFEE87CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w¥Á¸ô91~120¸¹,28.49,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì2,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨Ï¥Î°õ·Ó,0890821,208.82,4,2,2,¦³,¦³,6850000,32803,©Y¹D¥­­±,53.45,0,,RPTPMLNKOHLFFEE68CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¤å±d¸ô31~60¸¹,9.74,¦í,,,1050301,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030429,95.66,2,2,1,¦³,¦³,6000000,62722,,0.0,0,,RPSPMLQJOHLFFEE78CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¯q¸s¸ô3«Ñ1~30¸¹,65.0,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0680321,78.68,3,1,3,¦³,µL,4200000,53381,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQOMLSJOHLFFEE68CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤å¦Û¸ô691~720¸¹,14.66,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851118,151.36,4,2,2,¦³,¦³,6780000,44794,©Y¹D¥­­±,0.0,0,,RPTNMLNJOHLFFEE38CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤j¼wµó61~90¸¹,29.36,¦í,,,1050405,¤g¦a1«Øª«1¨®¦ì2,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050216,220.39,4,2,2,¦³,¦³,13500000,61255,©Y¹D¥­­±,55.24,0,,RPPNMLRLOHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤jÂ×¤G¸ô19«Ñ1§Ë1~30¸¹,51.0,°Ó,,,1050510,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0580731,66.6,3,1,1,¦³,µL,9000000,135135,,0.0,0,1.·î¹s¦a©Î¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C2.¤g¦a¼W­Èµ|¥Ñ¶R¤èÃº¯Ç¡C,RPQNMLKLOHLFFDE87CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¹©¤sµó495«Ñ1~30¸¹,55.18,°Ó,,,1050419,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0571101,83.7,4,2,2,¦³,µL,4500000,53763,,0.0,0,,RPSPMLKLOHLFFDE28CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j¼wµó61~90¸¹,8.76,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050216,76.74000000000001,2,1,1,¦³,¦³,4830000,62940,,0.0,0,§t¸ËæC,RPWOMLQKOHLFFDE09CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï±Ð¤¯¸ô31~60¸¹,9.25,°Ó,,,1050507,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941121,99.87,1,2,1,¦³,¦³,5000000,50065,¤É­°¾÷±ñ,6.65,0,,RPRNMLSJOHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¿³¶©µó61~90¸¹,12.02,°Ó,,,1050520,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930102,116.88,3,2,2,¦³,¦³,5180000,44319,,0.0,0,,RPUNMLSJOHLFFDE88CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï´f¼wµó1~30¸¹,23.3,°Ó,,,1050430,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0680620,87.55,0,0,0,µL,µL,4000000,45688,,0.0,0,,RPXNMLQJOHLFFDE98CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¹©¶Q¸ô62«Ñ31~60¸¹,20.88,¦í,,,1050514,¤g¦a1«Øª«1¨®¦ì1,¤T¼h¡A¹q±è¼Ó±è¶¡,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830809,139.04,4,2,2,¦³,¦³,5260000,37831,©Y¹D¾÷±ñ,0.0,0,,RPRNMLRJOHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j¼wµó61~90¸¹,8.76,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050216,76.74000000000001,2,1,1,¦³,¦³,4830000,62940,,0.0,0,§t¸ËæC,RPRPMLOJOHLFFDE38CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô811~840¸¹,6.72,¦í,,,1050506,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850719,90.82,3,2,1,¦³,¦³,3600000,39639,©Y¹D¾÷±ñ,0.0,0,,RPSOMLNJOHLFFDE28CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j¤¤¤@¸ô235«Ñ1~30¸¹,7.39,¦í,,,1050512,¤g¦a1«Øª«1¨®¦ì0,¤Q¤K¼h¡A¹q±è¼Ó±è¶¡,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830523,102.57,3,2,2,¦³,¦³,3300000,32173,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPWNMLOJOHLFFDE68CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¬K¶§µó61~90¸¹,13.32,°Ó,,,1050504,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0901122,137.6,0,0,0,¦³,¦³,5850000,42515,©Y¹D¥­­±,0.0,0,,RPXNMLOJOHLFFDE78CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤E¦p¤@¸ô871~900¸¹,25.09,¦í,,,1050525,¤g¦a5«Øª«1¨®¦ì0,¤G¼h,¤Q¤@¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0671216,68.85,3,1,1,¦³,µL,1800000,26144,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPOOMLNJOHLFFDE87CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤E¦p¤@¸ô548«Ñ1~30¸¹,25.88,°Ó,,,1050510,¤g¦a1«Øª«1¨®¦ì2,¤Q¤C¼h¡A¹q±è¼Ó±è¶¡,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860708,320.93,4,2,3,¦³,¦³,11500000,35833,©Y¹D¥­­±,0.0,0,¿Ë¤Í¶¡¶R½æ,RPPNMLNJOHLFFDE87CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¹©´I¸ô31~60¸¹,23.37,¦í,,,1050514,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830328,153.28,4,2,2,¦³,¦³,5700000,37187,©Y¹D¥­­±,0.0,0,,RPRNMLNJOHLFFDE08CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¥¿Â×µó61~90¸¹,61.18,°Ó,,,1050504,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0631028,105.32,4,2,3,¦³,µL,6800000,64565,,0.0,0,,RPVNMLNJOHLFFDE48CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï´ä¿³¨½ºÖ¶©µó31~60¸¹,142.0,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040128,382.62,6,3,6,¦³,µL,23800000,62203,,0.0,0,,RPPNMLSLOHLFFCE48CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·ç¬Kµó69«Ñ31~60¸¹,50.0,¦í,,,1050428,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0691212,125.59,4,1,3,¦³,µL,6000000,47775,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLOKOHLFFCE18CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï»ñ®c¨½©±¤¤¸ô181~210¸¹,16.27,¦í,,,1050508,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041223,101.4,2,2,1,¦³,¦³,4760000,46943,,0.0,0,,RPSNMLRKOHLFFCE58CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°ÏÂí¨¹µó31~60¸¹,9.59,¦í,,,1050425,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0881228,73.5,2,1,1,¦³,¦³,3400000,46259,,0.0,0,ªþ§N®ð,¼p¨ã,RPPNMLQKOHLFFCE18CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤å¾î¤T¸ô31~60¸¹,3.6,°Ó,,,1050524,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860227,32.96,1,1,1,¦³,¦³,1550000,47027,,0.0,0,,RPRNMLQKOHLFFCE38CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤¤µØ¤­¸ô947«Ñ1~30¸¹,28.51,¨ä¥L,,,1050506,¤g¦a1«Øª«2¨®¦ì0,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830809,129.48000000000002,3,2,2,¦³,µL,5550000,42864,,0.0,0,,RPXNMLQJOHLFFCE88CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥««eÂí°Ï±^¤sªFµó179«Ñ1~30¸¹,20.37,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0890523,157.03,3,2,2,¦³,¦³,7200000,45851,©Y¹D¥­­±,24.3,0,,RPTNMLNKOHLFFCE28CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï·H²ø¤»µó91~120¸¹,10.99,°Ó,,,1050428,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041002,127.0,2,1,2,¦³,¦³,5000000,41027,©Y¹D¥­­±,31.94,1100000,,RPTNMLNJOHLFFCE18CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·ç¶©¸ô351«Ñ1~30¸¹,40.0,¦í,,,1050423,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0600901,58.87,3,2,2,¦³,µL,2700000,45864,,0.0,0,,RPOOMLSJOHLFFCE28CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï´_µØ¸ô174«Ñ5§Ë1~30¸¹,44.53,¦í,,,1050512,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820326,165.49,5,2,3,¦³,µL,5300000,32026,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQNMLNKOHLFFCE97CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤T¦h¤T¸ô121~150¸¹,3.16,°Ó,,,1050524,¤g¦a1«Øª«1¨®¦ì0,¤Q¤C¼h,¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840327,61.849999999999994,1,1,1,¦³,¦³,1500000,24252,,0.0,0,,RPSOMLQJOHLFFCE48CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ïº~¥Á¸ô1~30¸¹,9.16,¦í,,,1050418,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041103,105.31,2,2,1,¦³,¦³,3510000,33330,,0.0,0,,RPVOMLOJOHLFFCE58CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ïº~¥Á¸ô1~30¸¹,17.1,¦í,,,1050420,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041103,175.39,3,2,2,¦³,¦³,6010000,34266,©Y¹D¥­­±,13.32,0,,RPWOMLOJOHLFFCE68CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï·q·~¸ô1~30¸¹,21.01,¦í,,,1050409,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041201,122.91,2,2,1,¦³,¦³,4770000,38809,©Y¹D¥­­±,19.72,0,,RPOPMLOJOHLFFCE97CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï·q·~¸ô1~30¸¹,28.65,¦í,,,1050502,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041201,166.38,3,2,2,¦³,¦³,6600000,39668,©Y¹D¥­­±,19.72,0,,RPQPMLOJOHLFFCE18CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï·q·~¸ô1~30¸¹,29.6,¦í,,,1050429,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041201,178.42000000000002,3,2,2,¦³,¦³,7400000,41475,©Y¹D¥­­±,19.72,0,,RPSPMLOJOHLFFCE38CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°ÏªL´Ë¤@¸ô241~270¸¹,8.23,°Ó,,,1050510,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050413,93.11,2,1,1,¦³,¦³,6700000,71958,,0.0,0,,RPUNMLMLOHLFFBE28CA
